column_1,column_2,cosine_similarity,euclidean_distance,distance_anns
AACT_ALI01_data.csv:TIME_PERIOD,AACT_ALI02_data.csv:TIME_PERIOD,0.9959583231926266,0.08990747291705856,0.54952276
AACT_ALI02_data.csv:TIME_PERIOD,AACT_ALI01_data.csv:TIME_PERIOD,0.9959583231926266,0.08990747291705856,0.7957934
AACT_EAA06_data.csv:geo,AACT_ALI02_data.csv:geo,0.9957795852849246,0.09187398627540053,0.6078975
AACT_ALI02_data.csv:geo,AACT_EAA06_data.csv:geo,0.9957795852849246,0.09187398627540053,0.71698797
AACT_ALI01_data.csv:OBS_VALUE,ACF_D_EQ1_data.csv:OBS_VALUE,0.9952308316131147,0.09766440882553233,0.6878834
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_ALI01_data.csv:OBS_VALUE,0.9952308316131147,0.09766440882553233,0.7652992
AACT_ALI01_data.csv:TIME_PERIOD,AACT_EAA06_data.csv:TIME_PERIOD,0.9950702296176493,0.09929522122570554,0.6380445
AACT_EAA06_data.csv:TIME_PERIOD,AACT_ALI01_data.csv:TIME_PERIOD,0.9950702296176493,0.09929522122570554,0.78348875
AACT_ALI01_data.csv:geo,AACT_EAA06_data.csv:geo,0.9946177370941146,0.10375223394080754,0.72599804
AACT_EAA06_data.csv:geo,AACT_ALI01_data.csv:geo,0.9946177370941146,0.10375223394080754,0.809492
ACF_D_EQ1_data.csv:LAST UPDATE,AACT_EAA06_data.csv:LAST UPDATE,0.9942421113831929,0.10731158787857013,0.586465
AACT_EAA06_data.csv:LAST UPDATE,ACF_D_EQ1_data.csv:LAST UPDATE,0.9942421113831929,0.10731158787857013,0.63278365
ACF_D_EQ1_data.csv:LAST UPDATE,AACT_ALI02_data.csv:LAST UPDATE,0.994137320870272,0.1082836911269022,0.011517763
AACT_ALI02_data.csv:LAST UPDATE,ACF_D_EQ1_data.csv:LAST UPDATE,0.994137320870272,0.1082836911269022,0.6329491
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_EAA06_data.csv:OBS_VALUE,0.9940482164919985,0.10910346749515144,0.60779977
AACT_EAA06_data.csv:OBS_VALUE,ACF_D_EQ1_data.csv:OBS_VALUE,0.9940482164919985,0.10910346749515144,0.66333675
AACT_EAA06_data.csv:DATAFLOW,AACT_ALI02_data.csv:DATAFLOW,0.9937516699556673,0.11178846114892725,2.1457672e-06
AACT_ALI02_data.csv:DATAFLOW,AACT_EAA06_data.csv:DATAFLOW,0.9937516699556673,0.11178846114892725,0.571731
AACT_ALI01_data.csv:DATAFLOW,AACT_EAA06_data.csv:DATAFLOW,0.9929613003610909,0.1186482153078901,0.57590437
AACT_EAA06_data.csv:DATAFLOW,AACT_ALI01_data.csv:DATAFLOW,0.9929613003610909,0.1186482153078901,0.6974549
AACT_ALI01_data.csv:geo,ACF_D_EQ1_data.csv:geo,0.9919200526905252,0.12712157958439568,0.7709888
ACF_D_EQ1_data.csv:geo,AACT_ALI01_data.csv:geo,0.9919200526905252,0.12712157958439568,0.83050334
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI02_data.csv:OBS_FLAG,0.9908506006383937,0.1352730590416904,0.4639585
AACT_ALI02_data.csv:OBS_FLAG,AACT_EAA06_data.csv:OBS_FLAG,0.9908506006383937,0.1352730590416904,0.6254263
AACT_ALI01_data.csv:OBS_FLAG,AACT_EAA06_data.csv:OBS_FLAG,0.9904803370133444,0.1379830645307044,0.627313
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI01_data.csv:OBS_FLAG,0.9904803370133444,0.1379830645307044,0.7298411
ACF_D_EQ1_data.csv:geo,AACT_ALI02_data.csv:geo,0.9897215291663248,0.14337692556137865,0.6395843
AACT_ALI02_data.csv:geo,ACF_D_EQ1_data.csv:geo,0.9897215291663248,0.14337692556137865,0.76393974
ACF_D_EQ1_data.csv:geo,AACT_EAA06_data.csv:geo,0.9895211394316081,0.14476781884503276,0.73783374
AACT_EAA06_data.csv:geo,ACF_D_EQ1_data.csv:geo,0.9895211394316081,0.14476781884503276,0.7645316
ACF_D_EQ1_data.csv:DATAFLOW,AACT_EAA06_data.csv:DATAFLOW,0.989190765828917,0.14703220008677953,0.5877397
AACT_EAA06_data.csv:DATAFLOW,ACF_D_EQ1_data.csv:DATAFLOW,0.989190765828917,0.14703220008677953,0.6341926
ACF_D_EQ1_data.csv:DATAFLOW,AACT_ALI02_data.csv:DATAFLOW,0.9837447312303202,0.18030679089242932,0.0
AACT_ALI02_data.csv:DATAFLOW,ACF_D_EQ1_data.csv:DATAFLOW,0.9837447312303202,0.18030679089242932,0.64195883
AACT_ALI01_data.csv:DATAFLOW,ACF_D_EQ1_data.csv:DATAFLOW,0.983577518038279,0.18123179824001942,0.64510155
ACF_D_EQ1_data.csv:DATAFLOW,AACT_ALI01_data.csv:DATAFLOW,0.983577518038279,0.18123179824001942,0.7015712
AACT_EAA06_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_VALUE,0.9794349396367282,0.2028056190118256,0.47032368
AACT_ALI02_data.csv:OBS_VALUE,AACT_EAA06_data.csv:OBS_VALUE,0.9794349396367282,0.2028056190118256,0.66260386
AACT_ALI01_data.csv:TIME_PERIOD,ACF_D_EQ1_data.csv:TIME_PERIOD,0.9775715285430592,0.21179458217857985,0.7151513
ACF_D_EQ1_data.csv:TIME_PERIOD,AACT_ALI01_data.csv:TIME_PERIOD,0.9775715285430592,0.21179458217857985,0.7709898
AACT_ALI01_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_VALUE,0.9771411283333149,0.21381707823151774,0.48837566
AACT_ALI02_data.csv:OBS_VALUE,AACT_ALI01_data.csv:OBS_VALUE,0.9771411283333149,0.21381707823151774,0.76437163
ACF_D_EQ1_data.csv:unit,AACT_EAA06_data.csv:unit,0.9759961736176505,0.21910649283176536,0.60275483
AACT_EAA06_data.csv:unit,ACF_D_EQ1_data.csv:unit,0.9759961736176505,0.21910649283176536,0.6040245
ACF_D_EQ1_data.csv:TIME_PERIOD,AACT_ALI02_data.csv:TIME_PERIOD,0.9755194608033338,0.22127150770935428,0.5398389
AACT_ALI02_data.csv:TIME_PERIOD,ACF_D_EQ1_data.csv:TIME_PERIOD,0.9755194608033338,0.22127150770935428,0.72186375
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_VALUE,0.9748170081262371,0.2244236652599836,0.4821825
AACT_ALI02_data.csv:OBS_VALUE,ACF_D_EQ1_data.csv:OBS_VALUE,0.9748170081262371,0.2244236652599836,0.7262604
AACT_EAA06_data.csv:unit,AACT_ALI02_data.csv:unit,0.974444088266071,0.2260792476749379,0.47359753
AACT_ALI02_data.csv:unit,AACT_EAA06_data.csv:unit,0.974444088266071,0.2260792476749379,0.49590158
ACF_D_EQ1_data.csv:TIME_PERIOD,AACT_EAA06_data.csv:TIME_PERIOD,0.9739821840823226,0.2281132048685419,0.6288607
AACT_EAA06_data.csv:TIME_PERIOD,ACF_D_EQ1_data.csv:TIME_PERIOD,0.9739821840823226,0.2281132048685419,0.7167715
AACT_EAA06_data.csv:itm_newa,AACT_ALI02_data.csv:itm_newa,0.9708760457247401,0.24134603455086404,0.49474192
AACT_ALI02_data.csv:itm_newa,AACT_EAA06_data.csv:itm_newa,0.9708760457247401,0.24134603455086404,0.6106639
AACT_ALI01_data.csv:itm_newa,AACT_EAA06_data.csv:itm_newa,0.9703573141140658,0.24348588013999967,0.6098136
AACT_EAA06_data.csv:itm_newa,AACT_ALI01_data.csv:itm_newa,0.9703573141140658,0.24348588013999967,0.7399665
ACF_D_EQ1_data.csv:unit,AACT_ALI02_data.csv:unit,0.9632265707401085,0.27119523864932504,0.5310515
AACT_ALI02_data.csv:unit,ACF_D_EQ1_data.csv:unit,0.9632265707401085,0.27119523864932504,0.5813253
AACT_ALI01_data.csv:LAST UPDATE,AACT_ALI02_data.csv:LAST UPDATE,0.9605931572874009,0.2807377515541988,0.07881355
AACT_ALI02_data.csv:LAST UPDATE,AACT_ALI01_data.csv:LAST UPDATE,0.9605931572874009,0.2807377515541988,0.7773268
AACT_ALI01_data.csv:LAST UPDATE,AACT_EAA06_data.csv:LAST UPDATE,0.9601953752801522,0.2821511122932113,0.6387588
AACT_EAA06_data.csv:LAST UPDATE,AACT_ALI01_data.csv:LAST UPDATE,0.9601953752801522,0.2821511122932113,0.77540445
AACT_ALI01_data.csv:LAST UPDATE,ACF_D_EQ1_data.csv:LAST UPDATE,0.953359442684325,0.3054195674194569,0.67011535
ACF_D_EQ1_data.csv:LAST UPDATE,AACT_ALI01_data.csv:LAST UPDATE,0.953359442684325,0.3054195674194569,0.77561545
AACT_ALI02_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:OBS_FLAG,0.8957359942506165,0.45664869944944725,0.67176175
ACF_D_EQ1_data.csv:OBS_FLAG,AACT_ALI02_data.csv:OBS_FLAG,0.8957359942506165,0.45664869944944725,0.69841695
AACT_ALI01_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:OBS_FLAG,0.8930613592963832,0.46246868630108673,0.6711639
ACF_D_EQ1_data.csv:OBS_FLAG,AACT_ALI01_data.csv:OBS_FLAG,0.8930613592963832,0.46246868630108673,1.0246953
AACT_EAA06_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:OBS_FLAG,0.8894698300099837,0.4701705556050859,0.6546304
ACF_D_EQ1_data.csv:OBS_FLAG,AACT_EAA06_data.csv:OBS_FLAG,0.8894698300099837,0.4701705556050859,0.8335568
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_EAA06_data.csv:OBS_FLAG,0.7950438321846448,0.6402439656341311,0.6173209
AACT_EAA06_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:OBS_VALUE,0.7950438321846448,0.6402439656341311,0.6511233
AACT_EAA06_data.csv:OBS_FLAG,AACT_EAA06_data.csv:OBS_VALUE,0.7938814687729517,0.642056901091771,0.5917134
AACT_EAA06_data.csv:OBS_VALUE,AACT_EAA06_data.csv:OBS_FLAG,0.7938814687729517,0.642056901091771,0.60317254
AACT_ALI01_data.csv:OBS_VALUE,AACT_EAA06_data.csv:OBS_FLAG,0.7928626886952689,0.6436416994148991,0.6224823
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI01_data.csv:OBS_VALUE,0.7928626886952689,0.6436416994148991,0.7281183
AACT_ALI01_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:OBS_VALUE,0.7898777469516022,0.6482626728522911,0.6676358
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_ALI01_data.csv:OBS_FLAG,0.7898777469516022,0.6482626728522911,0.7831727
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_FLAG,0.7895913498503474,0.6487043435774694,0.5329242
AACT_ALI02_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:OBS_VALUE,0.7895913498503474,0.6487043435774694,0.668645
AACT_ALI01_data.csv:OBS_FLAG,AACT_EAA06_data.csv:OBS_VALUE,0.7887742966992508,0.649962610757073,0.59612274
AACT_EAA06_data.csv:OBS_VALUE,AACT_ALI01_data.csv:OBS_FLAG,0.7887742966992508,0.649962610757073,0.7675338
AACT_EAA06_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_FLAG,0.788180907216312,0.6508749593819309,0.5092453
AACT_ALI02_data.csv:OBS_FLAG,AACT_EAA06_data.csv:OBS_VALUE,0.788180907216312,0.6508749593819309,0.59683895
AACT_ALI01_data.csv:OBS_FLAG,AACT_ALI01_data.csv:OBS_VALUE,0.7873306586854614,0.6521799479418456,0.7380724
AACT_ALI01_data.csv:OBS_VALUE,AACT_ALI01_data.csv:OBS_FLAG,0.7873306586854614,0.6521799479418456,0.7889558
AACT_ALI01_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_FLAG,0.786877215512891,0.6528748804457247,0.52406967
AACT_ALI02_data.csv:OBS_FLAG,AACT_ALI01_data.csv:OBS_VALUE,0.786877215512891,0.6528748804457247,0.7352673
ACF_D_EQ1_data.csv:freq,AACT_EAA06_data.csv:OBS_FLAG,0.7692098021902603,0.6793971066351241,0.5584065
AACT_EAA06_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:freq,0.7692098021902603,0.6793971066351241,0.62199914
AACT_ALI02_data.csv:freq,AACT_ALI02_data.csv:unit,0.7685123615874828,0.6804228725714923,0.005050659
AACT_ALI02_data.csv:unit,AACT_ALI02_data.csv:freq,0.7685123615874828,0.6804228725714923,0.073548436
AACT_EAA06_data.csv:OBS_FLAG,AACT_EAA06_data.csv:freq,0.7680210570947387,0.681144539881283,0.47849226
AACT_EAA06_data.csv:freq,AACT_EAA06_data.csv:OBS_FLAG,0.7680210570947387,0.681144539881283,0.5606383
AACT_EAA06_data.csv:freq,AACT_ALI02_data.csv:unit,0.7668438104453389,0.6828706804398914,0.0042696
AACT_ALI02_data.csv:unit,AACT_EAA06_data.csv:freq,0.7668438104453389,0.6828706804398914,0.48837614
AACT_ALI01_data.csv:freq,AACT_ALI02_data.csv:unit,0.7662884068652746,0.6836835508284417,0.0052837133
AACT_ALI02_data.csv:unit,AACT_ALI01_data.csv:freq,0.7662884068652746,0.6836835508284417,0.6481869
AACT_ALI01_data.csv:freq,AACT_EAA06_data.csv:OBS_FLAG,0.7661247204930657,0.6839229355394877,0.5639236
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI01_data.csv:freq,0.7661247204930657,0.6839229355394877,0.6958091
ACF_D_EQ1_data.csv:freq,AACT_ALI02_data.csv:unit,0.7656462438982387,0.6846221835740088,0.0052837133
AACT_ALI02_data.csv:unit,ACF_D_EQ1_data.csv:freq,0.7656462438982387,0.6846221835740088,0.5756415
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI02_data.csv:freq,0.7653668046160642,0.6850302263019404,0.019038796
AACT_ALI02_data.csv:freq,AACT_EAA06_data.csv:OBS_FLAG,0.7653668046160642,0.6850302263019404,0.5648892
AACT_EAA06_data.csv:OBS_VALUE,AACT_ALI02_data.csv:unit,0.764837703365959,0.6858021463305761,0.04112947
AACT_ALI02_data.csv:unit,AACT_EAA06_data.csv:OBS_VALUE,0.764837703365959,0.6858021463305761,0.5508801
ACF_D_EQ1_data.csv:freq,AACT_ALI02_data.csv:OBS_FLAG,0.7647721509775549,0.6858977764298405,0.51741683
AACT_ALI02_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:freq,0.7647721509775549,0.6858977764298405,0.638759
AACT_ALI01_data.csv:OBS_FLAG,ACF_D_EQ1_data.csv:freq,0.7644128004638552,0.6864214580608948,0.6398947
ACF_D_EQ1_data.csv:freq,AACT_ALI01_data.csv:OBS_FLAG,0.7644128004638552,0.6864214580608948,0.7837869
AACT_EAA06_data.csv:unit,AACT_EAA06_data.csv:itm_newa,0.7632009166804175,0.6881847054095331,0.571731
AACT_EAA06_data.csv:itm_newa,AACT_EAA06_data.csv:unit,0.7632009166804175,0.6881847054095331,0.5767492
AACT_ALI02_data.csv:OBS_FLAG,AACT_EAA06_data.csv:freq,0.7631654602591014,0.6882362284780118,0.48918033
AACT_EAA06_data.csv:freq,AACT_ALI02_data.csv:OBS_FLAG,0.7631654602591014,0.6882362284780118,0.5195321
AACT_ALI01_data.csv:OBS_FLAG,AACT_EAA06_data.csv:freq,0.7629513066218404,0.6885472899347996,0.48666978
AACT_EAA06_data.csv:freq,AACT_ALI01_data.csv:OBS_FLAG,0.7629513066218404,0.6885472899347996,0.7833997
AACT_ALI01_data.csv:freq,AACT_ALI02_data.csv:OBS_FLAG,0.7612089082285404,0.6910732488962003,0.5238359
AACT_ALI02_data.csv:OBS_FLAG,AACT_ALI01_data.csv:freq,0.7612089082285404,0.6910732488962003,0.70948553
AACT_ALI02_data.csv:OBS_FLAG,AACT_ALI02_data.csv:freq,0.7610434889903049,0.6913125712485911,0.018299222
AACT_ALI02_data.csv:freq,AACT_ALI02_data.csv:OBS_FLAG,0.7610434889903049,0.6913125712485911,0.522089
AACT_ALI01_data.csv:OBS_FLAG,AACT_ALI02_data.csv:freq,0.7608225429866681,0.6916320696881038,0.019039154
AACT_ALI02_data.csv:freq,AACT_ALI01_data.csv:OBS_FLAG,0.7608225429866681,0.6916320696881038,0.79129875
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI02_data.csv:OBS_VALUE,0.7607536960445715,0.6917315988472598,0.46158087
AACT_ALI02_data.csv:OBS_VALUE,AACT_EAA06_data.csv:OBS_FLAG,0.7607536960445715,0.6917315988472598,0.6715505
AACT_ALI01_data.csv:OBS_FLAG,AACT_ALI01_data.csv:freq,0.7606911299253298,0.6918220498342298,0.7122588
AACT_ALI01_data.csv:freq,AACT_ALI01_data.csv:OBS_FLAG,0.7606911299253298,0.6918220498342298,0.7937269
AACT_ALI02_data.csv:unit,AACT_ALI02_data.csv:itm_newa,0.7601088528753741,0.6926631912171092,0.46631217
AACT_ALI02_data.csv:itm_newa,AACT_ALI02_data.csv:unit,0.7601088528753741,0.6926631912171092,0.4797815
AACT_ALI01_data.csv:itm_newa,AACT_ALI02_data.csv:unit,0.759575098996173,0.6934333581537403,0.48084962
AACT_ALI02_data.csv:unit,AACT_ALI01_data.csv:itm_newa,0.759575098996173,0.6934333581537403,0.6491562
ACF_D_EQ1_data.csv:OBS_VALUE,AACT_ALI02_data.csv:unit,0.7589082241381196,0.6943943691632135,0.0503664
AACT_ALI02_data.csv:unit,ACF_D_EQ1_data.csv:OBS_VALUE,0.7589082241381196,0.6943943691632135,0.59793043
AACT_ALI01_data.csv:OBS_FLAG,AACT_ALI02_data.csv:OBS_VALUE,0.7566646094240559,0.6976179204977968,0.4711733
AACT_ALI02_data.csv:OBS_VALUE,AACT_ALI01_data.csv:OBS_FLAG,0.7566646094240559,0.6976179204977968,0.8208231
AACT_ALI01_data.csv:OBS_VALUE,AACT_ALI02_data.csv:unit,0.7558120592491264,0.6988389563422935,0.04571712
AACT_ALI02_data.csv:unit,AACT_ALI01_data.csv:OBS_VALUE,0.7558120592491264,0.6988389563422935,0.6709521
AACT_ALI02_data.csv:OBS_FLAG,AACT_ALI02_data.csv:OBS_VALUE,0.7554103771971583,0.6994135198435434,0.4704578
AACT_ALI02_data.csv:OBS_VALUE,AACT_ALI02_data.csv:OBS_FLAG,0.7554103771971583,0.6994135198435434,0.54947066
AACT_EAA06_data.csv:OBS_FLAG,AACT_ALI02_data.csv:unit,0.7536107837490029,0.7019817939195997,0.22106075
AACT_ALI02_data.csv:unit,AACT_EAA06_data.csv:OBS_FLAG,0.7536107837490029,0.7019817939195997,0.5587883
AACT_EAA06_data.csv:itm_newa,AACT_ALI02_data.csv:DATAFLOW,0.7526300389283621,0.7033775162360366,4.7683716e-07
AACT_ALI02_data.csv:DATAFLOW,AACT_EAA06_data.csv:itm_newa,0.7526300389283621,0.7033775162360366,0.62199914
AACT_EAA06_data.csv:itm_newa,AACT_ALI02_data.csv:unit,0.7520500551769317,0.7042015908367609,0.47359753
AACT_ALI02_data.csv:unit,AACT_EAA06_data.csv:itm_newa,0.7520500551769317,0.7042015908367609,0.49277842
AACT_ALI01_data.csv:DATAFLOW,AACT_EAA06_data.csv:itm_newa,0.751942003531593,0.7043550190877146,0.62289524
AACT_EAA06_data.csv:itm_newa,AACT_ALI01_data.csv:DATAFLOW,0.751942003531593,0.7043550190877146,0.7206991
AACT_ALI02_data.csv:OBS_FLAG,AACT_ALI02_data.csv:unit,0.7513266763582167,0.7052281074906566,0.20852816
AACT_ALI02_data.csv:unit,AACT_ALI02_data.csv:OBS_FLAG,0.7513266763582167,0.7052281074906566,0.4797815
AACT_ALI01_data.csv:OBS_FLAG,AACT_ALI02_data.csv:unit,0.7501951084968853,0.7068307959875719,0.21387565
AACT_ALI02_data.csv:unit,AACT_ALI01_data.csv:OBS_FLAG,0.7501951084968853,0.7068307959875719,0.69841695
AACT_EAA06_data.csv:itm_newa,AACT_EAA06_data.csv:DATAFLOW,0.7489083480390256,0.7086489123552768,0.5310515
AACT_EAA06_data.csv:DATAFLOW,AACT_EAA06_data.csv:itm_newa,0.7489083480390256,0.7086489123552768,0.61262274
AACT_EAA06_data.csv:unit,AACT_ALI02_data.csv:itm_newa,0.7460427466767352,0.7126812345273693,0.5079138
AACT_ALI02_data.csv:itm_newa,AACT_EAA06_data.csv:unit,0.7460427466767352,0.7126812345273693,0.6160687
AACT_ALI01_data.csv:itm_newa,AACT_EAA06_data.csv:unit,0.7456307468737606,0.713259111910276,0.61049604
AACT_EAA06_data.csv:unit,AACT_ALI01_data.csv:itm_newa,0.7456307468737606,0.713259111910276,0.6449095
AACT_EAA06_data.csv:itm_newa,ACF_D_EQ1_data.csv:DATAFLOW,0.7456290723840208,0.7132614205963977,0.61328113
ACF_D_EQ1_data.csv:DATAFLOW,AACT_EAA06_data.csv:itm_newa,0.7456290723840208,0.7132614205963977,0.6178043
AACT_ALI01_data.csv:itm_newa,AACT_EAA06_data.csv:OBS_VALUE,0.7453773198748441,0.7136143055821937,0.6596253
AACT_EAA06_data.csv:OBS_VALUE,AACT_ALI01_data.csv:itm_newa,0.7453773198748441,0.7136143055821937,0.7268795
AACT_EAA06_data.csv:OBS_VALUE,AACT_ALI02_data.csv:itm_newa,0.7442453607454017,0.7151987670219639,0.41223693
AACT_ALI02_data.csv:itm_newa,AACT_EAA06_data.csv:OBS_VALUE,0.7442453607454017,0.7151987670219639,0.6590221
ACF_D_EQ1_data.csv:freq,ACF_D_EQ1_data.csv:DATAFLOW,0.7412909694150273,0.7193177975435316,0.5606575
ACF_D_EQ1_data.csv:DATAFLOW,ACF_D_EQ1_data.csv:freq,0.7412909694150273,0.7193177975435316,0.66415596
AACT_EAA06_data.csv:freq,ACF_D_EQ1_data.csv:DATAFLOW,0.7402348558992409,0.720784490831003,0.56386507
ACF_D_EQ1_data.csv:DATAFLOW,AACT_EAA06_data.csv:freq,0.7402348558992409,0.720784490831003,0.6092448
ACF_D_EQ1_data.csv:DATAFLOW,AACT_ALI02_data.csv:freq,0.7389560859488188,0.7225564658528253,0.03251028
AACT_ALI02_data.csv:freq,ACF_D_EQ1_data.csv:DATAFLOW,0.7389560859488188,0.7225564658528253,0.56583726
AACT_ALI01_data.csv:freq,ACF_D_EQ1_data.csv:DATAFLOW,0.7380817000744532,0.7237655843569984,0.566144
ACF_D_EQ1_data.csv:DATAFLOW,AACT_ALI01_data.csv:freq,0.7380817000744532,0.7237655843569984,0.7150992
AACT_ALI01_data.csv:OBS_VALUE,AACT_ALI01_data.csv:itm_newa,0.7379652281936724,0.7239264998640712,0.7330477
AACT_ALI01_data.csv:itm_newa,AACT_ALI01_data.csv:OBS_VALUE,0.7379652281936724,0.7239264998640712,0.7419177
AACT_ALI01_data.csv:OBS_VALUE,AACT_ALI02_data.csv:itm_newa,0.7361590105162699,0.7264172307095026,0.4142735
AACT_ALI02_data.csv:itm_newa,AACT_ALI01_data.csv:OBS_VALUE,0.7361590105162699,0.7264172307095026,0.74240816
AACT_EAA06_data.csv:freq,AACT_EAA06_data.csv:DATAFLOW,0.7360962092038008,0.7265036493857097,0.527809
AACT_EAA06_data.csv:DATAFLOW,AACT_EAA06_data.csv:freq,0.7360962092038008,0.7265036493857097,0.60545063
ACF_D_EQ1_data.csv:freq,ACF_D_EQ1_data.csv:TIME_PERIOD,0.7357346714848533,0.7270011721645843,0.6222521
ACF_D_EQ1_data.csv:TIME_PERIOD,ACF_D_EQ1_data.csv:freq,0.7357346714848533,0.7270011721645843,0.6475264
ACF_D_EQ1_data.csv:unit,AACT_EAA06_data.csv:itm_newa,0.7344748392688688,0.728731987747741,0.60031927
AACT_EAA06_data.csv:itm_newa,ACF_D_EQ1_data.csv:unit,0.7344748392688688,0.728731987747741,0.619014
ACF_D_EQ1_data.csv:freq,AACT_EAA06_data.csv:DATAFLOW,0.7343200807346163,0.7289443387548845,0.5285313
AACT_EAA06_data.csv:DATAFLOW,ACF_D_EQ1_data.csv:freq,0.7343200807346163,0.7289443387548845,0.6473756
AACT_EAA06_data.csv:DATAFLOW,AACT_ALI02_data.csv:freq,0.7341997302956166,0.7291094121407679,0.014074922
AACT_ALI02_data.csv:freq,AACT_EAA06_data.csv:DATAFLOW,0.7341997302956166,0.7291094121407679,0.53160036
AACT_ALI01_data.csv:itm_newa,ACF_D_EQ1_data.csv:OBS_VALUE,0.7335380819236834,0.730016336379455,0.70225024
